x,y,z
19.039,6.653,2.46
-7.972,8.326,5.9
20.942,-0.612,5.978
-0.212,-18.588,-9.027
-19.199,-0.229,-3.386
-3.501,5.096,17.368
-9.888,-6.119,15.313
-8.095,-9.433,-13.67
3.648,8.346,-3.278
-16.05,-5.975,7.155
-8.731,12.956,13.513
3.017,4.839,-4.709
-2.267,16.061,6.002
-22.801,1.823,0.206
5.116,9.698,-7.545
4.525,1.067,-23.135
-5.434,-15.797,-7.793
7.363,-1.822,3.704
-17.804,-4.421,10.842
2.755,19.35,-10.854
-22.418,-0.576,-6.455
-1.402,9.469,-3.302
23.811,5.657,2.351
-12.116,-6.385,16.344
-4.382,5.748,-12.878
0.81,3.222,12.872
27.35,-6.581,1.055
-8.174,-2.633,-8.287
26.883,-7.338,-5.781
-17.844,-5.77,4.85
-6.82,3.97,-7.963
4.5,-7.593,-24.413
-18.653,-7.065,2.053
-9.019,5.526,5.296
-16.278,11.791,10.647
27.838,-5.209,-0.329
-4.52,-0.859,-3.436
3.901,-2.063,-5.05
-12.285,8.507,7.347
8.662,-9.621,0.011
4.751,3.864,-8.788
20.064,-1.535,3.371
-5.546,-13.427,-11.591
-4.707,11.232,15.834
-3.796,3.72,-11.874
-16.704,-6.443,2.407
5.978,7.47,-8.487
21.255,5.508,0.51
-12.026,-5.562,19.789
7.377,-0.301,-9.554
-14.023,1.029,-5.631
-19.042,-0.046,-5.234
5.826,18.626,-3.767
-17.332,0.231,-10.402
0.787,-8.294,7.293
-24.848,-1.736,-13.026
-18.8,-2.802,14.786
3.279,-12.143,-6.937
0.178,-16.043,-14.845
-14.825,-6.455,4.291
4.381,-2.373,-4.746
-4.068,-0.346,-2.292
-5.557,-3.118,8.135
-0.545,-10.481,-9.731
10.514,6.806,-6.242
-21.866,2.444,-7.703
-20.014,-0.23,-9.586
-3.51,9.434,8.655
3.625,-9.547,-16.446
22.971,2.605,6.445
6.595,-3.033,14.543
-4.036,-10.75,-12.857
-15.182,-7.507,13.569
-3.878,-17.577,8.476
1.553,9.345,-3.307
3.658,-0.559,14.815
-13.588,6.757,13.305
24.015,3.408,-5.75
-0.311,-14.177,5.38
0.84,-11.414,-14.035
20.489,-8.753,2.851
-12.065,-5.446,19.785
5.554,-14.25,-1.333
-4.013,-11.003,-21.841
-15.552,-2.777,13.551
0.138,14.58,0.37
17.042,-1.183,11.919
2.851,-10.743,4.191
-2.994,-6.825,-14.833
-15.351,0.763,-8.651
5.425,4.602,7.112
-15.348,-6.525,-8.641
6.784,-0.711,-10.283
25.771,-0.638,-2.202
0.749,-7.1,-19.253
-3.679,-11.219,-17.979
3.492,0.566,11.993
-1.859,5.899,-12.27
-17.247,-6.375,1.013
-9.651,-4.862,-13.55
-8.465,9.378,15.081
25.214,-1.618,-1.68
-10.357,6.551,9.357
5.89,14.352,-4.617
-13.908,6.981,12.722
-2.618,-17.86,6.955
27.274,-6.206,-2.127
6.129,0.632,0.682
-10.476,-11.971,13.488
20.313,-9.73,3.654
2.759,-7.701,-15.052
-6.992,21.576,9.782
23.594,5.297,2.398
-24.1,-0.437,-12.006
-7.003,-17.137,-10.377
-13.582,-5.339,16.74
24.98,1.362,-3.109
-5.954,6.044,-9.13
10.637,8.007,-5.282
20.494,2.358,9.569
29.608,-2.5,-1.815
29.279,-3.968,-1.358
-4.739,0.459,-9.272
3.469,-8.289,-2.784
5.02,-5.848,-15.238
-18.724,1.645,-5.98
-1.153,7.292,-1.16
-0.782,12.01,6.233
6.832,5.52,14.17
-17.859,1.947,-2.579
-4.987,9.941,9.871
-0.271,-10.124,-18.002
4.862,-8.855,1.623
-17.388,-2.094,12.165
15.293,-0.662,10.863
7.355,10.82,6.297
3.59,-8.653,-22.849
-6.746,-3.657,11.859
-9.237,6.088,8.514
3.934,-3.777,-17.467
-3.226,-6.521,-10.975
-1.227,-1.998,2.877
1.737,12.797,2.476
-7.657,-2.635,-14.085
2.57,-5.734,-1.536
19.132,6.198,7.206
19.332,-7.306,-5.382
15.579,-6.715,5.095
-10.671,10.291,17.76
19.138,-6.691,-2.181
-3.162,-15.5,-7.306
0.07,7.818,12.879
-5.884,2.602,-6.188
6.272,-0.843,-10.755
-2.801,7.375,8.101
-5.262,14.186,9.072
-8.383,16.204,20.728
-23.441,-0.232,-13.443
-0.942,-1.944,-24.421
-15.504,-4.654,5.486
26.672,1.503,-4.405
-2.195,13.499,3.908
6.436,-3.402,-22.412
0.582,16.5,1.901
-18.277,-1.621,7.394
24.695,-7.206,0.096
9.913,15.193,1.185
2.045,3.677,8.058
-14.085,15.597,5.595
-4.356,5.701,-12.878
16.605,-6.706,-3.666
-0.936,-7.799,-15.811
26.738,-8.702,-2.445
0.007,7.849,12.934
-3.492,-15.461,-7.559
2.42,-8.517,3.645
-7.0,-1.717,14.128
5.225,3.269,12.818
1.993,-16.285,-12.098
-17.074,-7.395,2.513
0.503,2.115,17.878
-0.191,7.847,-7.834
8.161,-0.912,-11.446
-19.139,-4.595,11.017
6.461,13.417,1.871
-8.178,-0.473,15.233
-0.386,10.241,6.179
21.058,6.688,1.567
-2.243,14.608,5.539
-4.96,13.253,7.907
20.067,-6.97,-2.571
3.55,-7.585,-0.914
-9.091,-10.468,12.29
-3.852,-2.352,-18.886
18.749,-9.424,0.914
18.031,-7.245,7.044
-0.422,-14.792,9.075
-5.883,-1.453,-5.469
15.71,2.644,6.892
-8.09,-10.045,13.65
19.569,1.078,-1.933
7.652,11.464,5.048
4.029,7.478,-10.419
-15.92,-3.481,-5.487
-3.623,-10.692,-18.823
-1.563,21.121,4.533
10.191,1.11,-2.054
-9.648,14.646,4.034
18.898,-7.722,1.391
1.535,-17.716,4.603
-11.531,-9.977,11.511
16.221,4.068,4.591
-12.305,-5.306,14.201
-6.573,-10.596,-19.187
23.079,1.081,-4.543
32.84,-3.263,-5.159
-1.959,0.72,13.552
-10.722,9.163,9.47
21.984,0.287,3.877
-15.72,0.918,-8.805
6.54,5.3,-9.806
6.349,11.037,4.421
-15.504,-1.275,10.227
16.068,2.346,9.479
-21.52,-2.873,13.386
12.086,9.862,-5.759
-15.617,9.468,10.908
-12.308,-9.751,12.125
7.845,-2.916,1.093
3.524,-9.245,5.457
-1.431,5.801,-12.791
1.181,5.049,-1.33
-11.304,13.74,12.117
19.463,1.12,-1.91
-2.704,5.047,18.173
21.221,5.081,3.069
2.649,5.402,0.047
-4.264,5.329,12.768
2.948,15.395,-2.326
18.587,5.444,5.061
-9.609,14.408,3.837
-17.638,-0.325,8.307
-14.626,-3.469,8.368
-6.749,-1.956,13.852
-5.995,14.087,7.633
26.713,-6.312,-3.497
-1.187,-11.872,-13.084
-10.331,-5.712,-2.598
-4.248,-0.729,-0.119
19.524,-2.321,9.463
-0.503,-18.302,5.782
-5.984,-3.238,-23.356
2.024,16.034,-8.725
0.604,0.494,-22.458
4.121,0.845,15.086
-19.792,-6.803,0.919
1.906,-9.553,-15.054
-2.129,-14.723,-8.487
-10.662,10.398,7.476
21.71,4.219,4.999
-16.503,-9.047,6.812
6.881,-0.61,0.233
9.862,2.268,-10.998
-4.249,6.716,15.59
20.833,-9.47,1.62
-2.055,7.472,-4.361
2.28,-6.174,-19.214
-0.001,-17.78,-9.159
3.761,-11.095,-17.616
-9.192,-11.654,-10.323
2.847,8.34,-2.913
1.729,12.949,-0.547
-14.988,-1.584,-0.398
1.422,13.116,-14.152
-10.07,11.053,0.135
16.108,1.98,6.684
-7.891,20.883,10.195
-19.281,2.499,-9.063
-5.803,5.34,1.639
6.015,3.378,11.207
-8.977,18.018,12.505
-6.368,9.574,9.209
-15.04,0.737,-2.537
11.269,-2.314,0.73
19.518,3.831,2.408
-2.383,-15.717,-6.976
-15.585,-3.977,3.647
11.081,14.916,-2.657
-5.0,5.346,6.52
2.938,-18.609,5.33
-13.363,4.67,9.797
-9.791,-10.234,13.781
7.45,0.62,-7.097
-19.05,-5.247,-0.273
4.998,12.562,-8.748
15.995,0.431,5.598
-22.114,6.827,-0.155
2.775,10.114,4.783
27.786,-1.423,-3.419
-0.455,-14.331,5.331
-10.069,16.297,3.971
-7.947,17.887,19.058
-3.422,5.714,-11.305
-19.142,1.589,6.151
-3.285,-17.308,-14.152
7.374,2.183,-10.39
-15.049,-2.273,0.28
-6.37,10.536,8.201
-5.182,7.069,17.771
-4.905,-18.469,-9.409
4.149,7.232,-4.56
10.788,6.784,-5.559
-2.144,-7.779,-19.264
8.992,10.071,0.326
-6.395,4.423,-9.661
-8.753,-8.683,-11.835
-21.767,-3.075,-10.061
2.039,13.342,3.489
3.224,-5.912,3.063
-1.264,-18.15,6.051
-19.156,-1.116,8.407
7.412,7.95,-13.864
27.204,-10.257,-1.85
-4.361,12.93,9.561
24.73,2.465,-4.124
5.299,4.381,-7.209
3.322,18.333,0.796
20.155,-6.988,6.696
-7.056,4.593,-10.416
17.606,-7.504,-3.714
-16.975,-6.164,-7.46
9.775,2.646,-10.415
-8.246,-3.811,-19.104
-6.551,8.497,14.492
-8.614,12.491,4.581
7.373,4.262,-10.972
18.404,3.246,10.862
-2.237,-12.597,-10.59
-3.747,2.08,9.524
-4.227,-1.115,-4.445
8.337,10.979,-4.323
-15.3,-3.561,14.704
-9.718,12.478,2.73
26.525,1.23,-4.549
-8.857,8.987,6.577
-8.869,-1.795,8.745
-4.659,-3.77,-23.427
-2.922,-9.818,-9.44
1.77,7.905,5.273
-17.017,-4.798,14.596
0.483,4.323,-3.911
-21.433,2.66,-8.433
-7.083,4.127,6.811
-16.566,-5.534,-9.749
-21.985,1.268,2.118
27.253,0.159,-6.556
-5.346,8.786,3.722
17.412,-5.093,7.58
-20.778,-0.728,7.926
-12.249,6.034,11.522
-13.444,8.666,8.897
-11.898,-5.541,-1.082
-4.915,-6.887,-16.388
1.521,13.003,-12.905
2.716,-12.477,-7.995
19.804,-1.047,6.769
7.864,-4.883,1.844
-8.861,12.538,4.709
-20.71,3.456,-6.575
5.776,5.959,0.32
-11.868,-6.306,18.207
0.314,-15.796,6.55
-6.155,-2.274,-5.252
27.786,-5.815,-8.265
23.321,-0.041,3.47
-8.267,-14.657,-14.048
-23.004,-1.051,3.261
0.556,10.921,2.96
-10.577,10.158,7.426
22.267,2.129,7.77
5.439,-6.788,-1.262
-4.79,11.01,6.671
-18.736,-5.951,10.839
3.34,-16.689,1.112
-17.176,-1.181,-10.699
-9.895,19.012,14.025
-16.851,-0.975,-8.659
-4.203,0.561,11.01
7.102,10.925,5.208
8.699,-8.031,4.469
-4.736,-0.93,-5.685
-5.291,-2.703,-17.428
3.055,-5.705,-19.12
18.907,-9.872,4.974
1.361,9.068,1.462
8.932,2.688,-4.59
-7.98,10.886,22.804
-16.851,-5.587,-4.675
-0.456,-17.491,-11.04
-10.165,16.025,2.98
25.28,2.145,-6.757
-3.372,10.314,-2.652
-2.975,8.923,12.409
-21.624,0.137,-3.722
0.528,-11.462,4.851
-7.959,7.479,23.619
5.066,8.775,-2.792
-6.848,5.307,4.902
16.647,-0.013,11.186
3.764,-13.08,6.449
-6.023,1.367,-3.184
0.296,5.931,-0.096
-1.335,10.644,12.652
-4.424,-0.985,-3.757
20.935,4.521,3.918
-2.46,11.628,17.578
5.272,0.841,-5.708
2.292,11.252,-5.985
8.504,6.996,2.111
-5.994,-6.753,-21.702
-10.924,11.087,16.81
-19.725,-2.899,6.081
22.044,-1.443,6.759
-15.925,-4.534,4.746
4.613,-13.547,-13.94
-1.509,-13.709,-14.402
-8.637,11.458,3.51
22.457,1.004,1.282
-12.167,-5.156,13.896
6.346,0.942,-9.852
17.164,2.582,2.246
-6.517,-6.19,-19.969
-4.199,6.562,-10.587
1.951,-9.306,4.816
7.758,13.068,-2.424
-1.648,-17.686,-15.307
-0.922,-0.232,2.777
-5.797,8.617,7.55
20.982,-8.225,-0.315
11.641,4.744,-5.334
-7.787,12.413,15.81
0.28,-16.399,-8.044
-5.578,1.048,-9.191
6.479,-8.553,-3.15
-2.687,19.282,4.618
-1.55,-6.335,-11.588
1.601,-14.938,4.492
16.711,-7.089,8.029
18.179,-5.805,9.521
9.187,3.442,12.181
20.901,0.678,10.318
-14.023,1.104,-12.15
21.438,-6.951,-0.534
6.466,-7.212,-22.921
5.536,1.212,-6.274
2.611,-16.855,1.545
-2.449,10.348,-5.103
-16.051,-0.646,-5.672
1.703,-16.745,2.516
-10.969,16.279,10.605
5.953,-7.504,-24.684
-3.973,-12.519,-11.527
-0.294,-2.774,-18.34
3.071,-4.829,-0.746
-7.076,-9.437,-15.48
-23.616,-0.482,-13.105
4.648,-15.986,-0.067
-1.613,-17.643,-15.359
3.763,18.165,-2.733
-2.024,-14.646,-10.323
10.433,7.08,-3.349
-1.361,18.397,1.398
-0.066,8.21,6.616
14.172,-0.892,10.095
-1.003,11.998,-4.387
8.31,7.267,2.298
-6.018,-4.171,-3.475
15.592,0.08,2.638
33.07,-3.039,-5.738
-3.132,-13.317,-6.815
0.017,-6.786,-17.568
-15.982,-0.055,-11.378
6.189,-7.278,-2.57
21.678,4.385,6.177
-18.531,-0.779,-8.361
9.565,-2.48,1.117
-13.089,8.751,6.466
4.865,1.939,-11.361
20.813,-9.519,-2.711
-2.141,7.464,-0.132
-6.062,13.477,3.232
-5.712,-4.199,-3.386
-9.843,-5.643,-13.555
-7.158,6.799,7.751
9.44,0.079,-3.313
11.124,-3.911,-1.745
2.149,-0.097,-23.165
-11.03,15.958,0.117
-2.615,-17.266,-10.806
26.169,-7.555,-4.984
1.285,1.114,0.229
4.396,-1.4,-4.867
4.83,-15.787,-0.286
-5.501,10.474,10.137
8.454,3.674,-6.334
1.741,-9.877,-21.924
2.266,4.055,15.194
-6.767,-5.482,-16.12
6.731,2.489,10.826
3.972,11.454,-10.435
3.34,8.024,-11.645
-7.404,5.284,6.276
-8.781,8.386,7.583
-4.557,7.731,17.081
-17.686,-2.44,12.574
8.096,-2.429,-22.568
6.451,14.751,9.349
-19.556,-7.423,2.516
9.38,3.865,-0.039
-5.323,9.999,9.808
0.273,-14.416,-8.268
-2.614,11.465,17.481
-5.465,4.616,-9.067
-8.704,-0.119,-21.24
1.126,14.133,-1.709
18.917,-11.423,5.603
-20.794,1.534,2.18
26.201,-2.49,-2.2
4.184,-10.02,4.257
-5.613,-6.191,-12.167
23.567,-0.084,2.157
0.032,-9.665,-15.672
-22.235,1.468,-7.804
-3.694,-11.489,-17.555
-3.702,-10.561,-19.518
-13.767,5.964,13.977
-23.503,-1.066,-10.843
-7.454,-8.985,-15.563
26.355,-7.494,0.829
-10.093,2.518,14.934
-8.18,-2.673,-8.351
-4.152,-0.575,-2.032
23.749,-0.824,4.025
4.923,4.035,-8.329
4.008,-7.719,-1.207
-2.084,-13.547,-7.939
-4.163,2.019,9.619
-7.765,-0.45,-21.895
-12.201,-8.98,8.937
-2.682,6.156,13.391
-4.144,-0.624,-1.83
-13.355,8.123,6.492
-7.203,9.997,22.815
-5.775,-17.891,-8.443
-7.09,6.652,18.429
-7.848,18.603,11.569
-18.569,-4.19,4.465
0.224,4.592,-1.9
3.611,-1.838,-23.871
-8.164,-10.815,15.512
-20.012,1.449,4.738
-2.645,11.567,17.503
-6.786,17.043,13.766
3.936,4.184,-9.533
-4.148,0.523,10.79
27.825,-3.325,-2.595
20.769,-9.329,6.758
-7.54,-7.086,-20.348
7.724,13.021,-2.18
-11.916,-6.313,17.959
2.592,-9.494,3.102
-3.183,3.108,0.424
3.939,-14.077,7.233
1.58,-8.552,-19.589
4.731,7.918,-12.379
8.211,2.321,11.652
2.471,-6.768,-21.752
-2.671,-7.428,-13.062
6.521,8.947,7.315
2.94,-2.834,-2.301
-9.232,-10.439,12.465
-5.514,-1.413,11.213
-7.677,-5.666,-20.21
-1.276,8.675,16.006
-1.552,18.269,1.42
23.254,0.741,-0.452
6.053,12.817,0.737
-3.109,-16.106,-15.682
-20.175,-3.248,13.298
18.994,-11.142,-0.827
-0.234,1.471,4.797
6.747,3.733,10.333
-1.022,-2.759,-18.703
-2.934,-4.186,-24.787
-3.429,1.29,-8.404
16.57,-4.694,7.63
-11.975,-4.41,-13.129
6.312,-5.914,-5.255
1.109,-15.287,6.329
5.928,-8.934,-2.505
2.008,-17.662,-6.587
-16.052,-7.629,13.018
-3.845,-6.077,-17.206
-3.79,-3.729,-14.693
-9.249,17.283,11.15
7.756,-3.645,0.703
-3.626,4.61,10.898
24.547,-2.634,2.518
-2.42,13.778,4.319
-3.061,5.897,15.212
3.664,-2.072,-18.658
22.845,5.398,6.931
0.758,3.418,9.271
4.161,0.409,13.506
-8.807,-7.838,-17.823
-18.855,-5.223,-8.709
4.101,-8.871,3.943
6.186,-13.699,-2.294
-5.857,5.325,1.621
-1.327,-12.789,-16.687
28.277,-6.982,1.552
6.305,-7.046,-5.484
-8.621,-0.087,-21.221
-14.5,-0.306,8.846
-10.705,-7.195,-12.368
28.564,-5.256,-1.143
4.509,-7.375,-1.477
-14.97,-3.704,6.211
4.857,-1.502,-0.842
1.459,11.761,5.498
-16.886,4.683,12.961
21.856,2.647,-3.639
-16.989,-1.712,11.507
-24.696,-0.197,-11.38
20.298,-6.843,0.389
22.284,1.68,3.19
20.537,6.637,8.808
27.723,-9.561,-3.389
7.562,-0.98,-10.694
3.71,-13.923,2.4
11.163,2.268,-1.36
-6.575,-7.294,-21.639
-0.728,17.776,7.638
20.4,4.418,1.33
23.117,-6.917,-1.681
17.505,1.434,3.404
-10.006,-8.148,8.289
9.026,-3.729,0.739
-7.169,-5.566,-19.122
20.378,3.123,0.133
1.743,-16.501,2.406
-22.134,-2.881,-10.063
-15.53,-4.533,8.328
8.46,6.786,-10.007
-19.105,-4.143,3.369
19.648,3.177,4.707
-3.298,8.821,0.036
-19.218,-2.725,10.57
5.747,-7.625,-5.39
-13.126,-7.603,-4.151
-8.776,-10.107,12.497
1.071,12.087,-13.454
-0.685,18.299,-11.631
17.185,1.325,1.401
8.617,-9.038,-4.003
-14.174,10.802,5.716
0.249,5.017,3.438
-8.263,9.354,15.21
4.143,-11.548,0.518
20.615,-8.556,2.862
6.304,-7.356,-1.564
-1.425,15.093,-12.557
-8.055,-12.5,-14.537
-7.144,-9.381,-10.77
27.885,-4.919,0.749
5.911,-6.007,-22.146
-7.921,-9.993,16.772
8.765,-2.177,-0.122
5.699,14.683,9.864
0.298,1.353,2.004
-17.607,-2.085,-10.013
-2.377,8.179,-0.062
-22.207,1.51,-9.17
1.699,10.076,-8.056
17.699,-7.756,0.548
17.898,-8.656,9.067
1.418,-14.338,7.183
4.214,16.24,-5.1
18.189,0.822,6.611
7.555,6.467,10.633
22.16,-0.025,-6.947
-23.077,-1.124,-11.002
-9.744,14.857,14.399
-11.855,-10.019,11.507
-6.499,-4.499,-22.98
-11.945,-9.866,17.217
-13.898,-3.727,-3.066
-21.481,-3.904,13.096
-7.041,9.579,5.232
-13.866,-3.528,6.687
-8.939,18.497,12.194
8.526,2.396,0.025
-7.16,-4.755,-22.917
0.57,-13.251,-10.781
6.898,-1.713,0.62
4.913,6.96,14.348
-13.216,-6.621,-5.901
-16.398,-2.688,4.281
3.098,9.401,0.393
-6.931,-9.5,15.183
-1.603,15.651,-1.505
8.23,-2.727,-22.762
2.443,-4.652,-18.924
-20.986,-2.071,0.306
-15.942,-9.738,7.828
3.822,6.925,14.048
-16.061,-2.895,0.072
-19.636,-5.925,8.752
9.412,3.69,-5.661
-17.284,-0.845,-6.909
-10.16,10.28,8.438
-18.144,-6.017,-8.347
-1.93,-16.905,-17.167
3.79,-7.885,1.224
-4.029,-12.436,-20.53
6.981,-8.358,-3.773
15.636,4.014,0.094
27.303,-7.392,2.207
-9.491,-3.616,-13.304
-8.05,-15.473,-14.252
-2.462,0.902,-18.257
4.002,7.133,6.516
29.367,-2.928,-7.371
6.571,1.074,-5.991
5.139,-5.949,-15.093
-3.376,12.394,-13.382
-8.861,16.273,14.925
-17.661,0.649,-10.791
3.616,-8.658,3.246
-8.385,12.634,17.253
-13.665,-5.033,-0.81
-0.46,-3.495,-2.5
12.573,3.359,-4.985
-5.406,-12.39,-15.412
-0.07,-12.526,-12.342
-4.05,12.717,-13.675
-13.454,16.386,5.125
2.207,2.141,-2.402
0.634,-4.93,-5.823
-5.463,-10.762,-23.447
-3.226,7.129,-10.818
0.608,18.695,7.461
24.971,-10.476,3.033
7.41,7.415,15.932
6.689,-11.045,-20.532
-0.578,-9.725,-12.258
5.607,-8.402,-3.407
10.902,9.721,-7.831
-1.707,15.39,-11.564
-1.409,-5.993,-11.549
-2.747,6.217,-1.649
-5.375,14.261,9.17
1.229,-7.501,-21.056
-13.466,-2.57,9.011
9.435,0.624,-6.087
4.162,-9.505,5.886
-6.787,14.862,5.817
-8.408,0.871,10.097
-3.334,-15.383,3.96
-4.082,-0.575,-2.1
22.139,-12.19,1.969
12.024,6.83,-6.696
15.872,8.106,3.026
-21.938,-1.957,-5.567
12.902,3.353,-4.467
3.669,-2.296,-24.158
2.628,14.293,-8.673
-2.047,10.045,-5.885
7.138,0.842,-11.449
-8.842,5.905,13.446
-7.721,6.738,19.004
-17.297,7.028,12.312
10.522,9.252,-1.179
-8.251,13.081,21.418
-4.765,16.806,0.142
3.213,-6.021,3.063
-2.084,-4.552,-14.065
-9.158,1.036,13.961
3.919,-13.35,5.787
-6.17,-10.387,1.796
-5.159,11.625,-3.117
-21.981,-1.059,-2.0
2.17,17.74,-1.062
26.707,-7.525,3.514
4.448,-9.707,-0.408
-1.328,-13.899,-11.207
-9.914,-3.516,-13.071
29.807,-3.463,-0.874
9.298,-7.758,1.79
1.807,11.098,5.798
4.627,9.323,-4.438
26.009,-6.563,0.672
-15.131,-5.354,6.366
2.333,-5.311,-1.506
-0.852,-13.644,-9.412
-13.658,4.986,13.029
7.927,14.946,-0.275
0.39,18.322,7.502
4.479,0.962,13.187
4.784,13.719,-10.709
23.577,0.607,-4.354
4.537,17.042,-8.489
-5.056,6.606,-12.054
-17.865,-0.603,-1.897
7.851,-0.014,-2.541
2.519,8.749,-12.451
-6.932,10.247,8.172
9.768,13.703,1.845
-1.399,7.644,-4.376
-13.796,0.754,-4.156
-8.249,-13.85,-14.268
-10.076,13.941,13.601
-6.47,-4.556,7.827
-21.253,-3.561,-8.579
6.772,11.6,6.864
11.538,8.683,-3.586
6.418,5.466,-9.606
-11.124,13.947,12.138
-3.923,-15.417,-7.932
-4.55,2.407,7.97
-10.071,-10.917,18.287
-4.837,-4.751,8.856
-9.303,1.938,-19.276
-14.162,-4.957,-0.213
-22.798,1.367,-10.924
1.903,-13.383,4.667
-6.381,-15.496,-8.777
-8.775,7.809,6.523
7.972,7.139,6.526
-12.84,-7.598,14.388
-3.065,0.751,-16.898
6.448,-13.78,-3.171
-15.991,-3.647,14.374
-8.7,15.904,4.522
-1.356,-3.3,-18.057
1.772,15.369,0.336
-15.982,-0.341,16.064
-12.761,-11.49,10.751
5.372,15.88,8.756
-8.942,11.144,8.844
4.52,-3.965,-19.868
-0.21,-8.707,0.092
-16.452,-6.111,2.003
3.987,-9.489,-16.358
-8.4,-2.335,7.916
-13.493,5.383,13.789
-5.638,2.995,-8.354
-20.395,1.667,2.777
-2.75,-14.955,-10.458
5.276,-7.09,-20.019
20.257,6.66,2.711
-3.904,13.468,-3.98
-8.502,12.641,1.963
-21.703,-2.206,-11.969
-15.788,2.243,-7.24
3.188,17.514,-6.119
17.452,3.651,2.236
-2.612,-7.464,-16.047
6.531,16.035,1.488
21.587,0.521,2.935
16.125,5.031,0.375
-4.145,-9.644,-10.243
-17.042,13.897,5.218
-3.233,2.015,-8.109
-3.292,-7.87,-17.032
-1.859,-9.601,-13.806
-5.41,-5.778,-21.738
-3.095,-9.77,-15.837
-11.472,4.213,13.085
-3.777,-10.389,-19.73
-18.622,-2.729,-6.643
-6.768,11.743,13.81
19.803,3.381,-1.117
0.07,15.202,1.572
-4.52,-1.06,-5.893
-20.252,1.742,5.567
-6.506,-11.104,1.417
8.113,11.035,-11.92
2.48,-8.976,3.473
16.16,6.521,5.149
10.074,10.897,1.688
21.675,-2.372,8.22
-11.538,-8.695,8.714
20.485,-7.666,4.838
-6.099,11.455,16.331
-7.684,-11.936,-11.992
7.474,2.257,-6.917
1.542,-18.476,-6.601
-7.6,-13.776,-12.835
-16.298,-8.009,10.776
5.356,18.523,0.599
28.639,-4.707,-5.918
-2.114,4.889,-4.863
5.431,8.16,-11.149
0.496,-6.089,-19.814
-6.644,-6.005,-19.931
-21.181,-5.523,0.718
17.13,3.767,-0.097
26.031,-1.193,-4.559
3.541,-13.028,-8.147
-1.041,6.093,-2.329
-18.183,2.249,-6.44
-10.71,10.057,14.768
4.368,18.136,-4.607
-10.996,-9.483,18.812
-20.653,-3.596,14.644
1.916,11.293,11.49
1.448,5.287,-1.427
1.373,-10.917,-15.03
1.277,-13.268,3.407
0.024,16.016,8.034
28.112,-5.126,-5.322
18.815,-10.968,-0.874
-13.654,-9.937,9.697
-2.404,4.75,12.112
1.512,10.421,-5.513
-2.274,-15.159,-7.118
-19.948,-2.811,6.279
14.87,6.332,5.529
-12.553,13.165,8.308
16.011,3.127,6.98
29.112,-1.56,-4.311
-13.571,13.484,5.835
-19.236,-3.41,2.721
19.642,-7.701,-4.116
-13.096,3.904,9.887
-7.692,-14.06,-9.611
17.291,0.347,9.092
3.44,6.838,7.356
-6.505,-10.097,-13.069
-2.825,-9.128,-16.899
-3.111,9.525,16.24
-15.427,-2.472,-3.226
-1.168,2.063,2.787
5.289,6.712,13.424
5.663,9.324,-10.287
3.991,-13.322,1.218
24.748,1.031,2.355
-3.912,2.021,9.594
-1.378,-7.287,-19.873
10.982,2.869,-11.045
27.501,-9.387,-0.347
9.755,3.311,-1.369
-1.637,-16.29,-20.032
0.709,-11.887,-13.384
5.562,7.913,6.739
21.602,6.264,9.246
-15.342,-5.634,10.246
4.945,-3.106,-24.401
23.561,-3.911,-2.62
2.342,-17.317,-6.288
0.758,0.547,-21.856
21.335,-1.023,9.719
3.171,9.432,-6.077
-4.021,8.974,10.473
19.031,4.708,-1.247
28.743,-1.199,-5.2
-15.087,-6.049,-3.508
10.34,5.412,-3.236
-5.869,6.707,-8.338
-14.536,-0.184,-7.09
-14.79,-4.828,0.059
-17.425,-5.149,14.681
0.914,-13.423,7.289
-15.66,0.245,-4.609
-18.628,-1.062,7.741
-4.245,-2.719,12.512
-2.581,-0.112,-17.625
-15.792,-8.124,-5.364
5.802,-10.702,-1.102
-3.296,5.607,-12.254
20.442,2.417,9.602
9.812,2.378,-1.355
-22.91,-2.523,1.258
-0.314,10.587,6.214
-3.358,12.608,-0.647
-13.741,6.289,13.153
-2.311,-9.431,-17.661
22.869,-0.503,-0.893
-15.561,-2.203,-6.425
21.858,-10.921,2.889
-13.892,-10.94,9.38
3.418,-3.686,0.329
-17.926,2.617,-5.718
-5.899,8.092,10.83
-4.385,-14.351,-17.327
-1.427,15.871,8.139
10.218,-3.793,1.518
0.486,-18.172,4.685
9.328,3.03,-9.475
-8.417,7.072,6.165
4.617,18.453,-4.523
-4.871,11.261,18.024
19.887,-8.57,5.07
-5.469,0.316,-8.327
1.413,2.493,17.735
-19.038,-0.821,7.657
4.82,-4.126,-20.588
-6.945,-4.901,-15.186
-10.518,7.632,7.886
-14.332,-5.09,8.65
4.724,19.977,-4.94
-22.265,0.739,-7.114
-19.104,3.001,-8.199
-3.034,-13.547,-16.807
-15.677,-10.098,8.307
2.977,18.609,-11.463
6.347,0.289,-1.946
-2.847,6.276,13.471
-2.752,-5.976,-17.982
-2.575,-4.985,-18.341
-15.816,-4.239,4.397
26.914,-0.03,-5.203
1.009,13.812,1.312
0.922,5.514,18.223
26.003,-2.306,1.205
-19.784,-2.983,13.178
4.697,-1.426,14.571
22.196,1.229,1.606
-7.848,17.83,10.351
9.654,2.423,-5.888
-6.779,4.32,6.606
